frame_idx,ms,Pelvis_x,Pelvis_y,Pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightUpperArm_x,RightUpperArm_y,RightUpperArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightHand_x,RightHand_y,RightHand_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftUpperArm_x,LeftUpperArm_y,LeftUpperArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightUpperLeg_x,RightUpperLeg_y,RightUpperLeg_z,RightLowerLeg_x,RightLowerLeg_y,RightLowerLeg_z,RightFoot_x,RightFoot_y,RightFoot_z,RightToe_x,RightToe_y,RightToe_z,LeftUpperLeg_x,LeftUpperLeg_y,LeftUpperLeg_z,LeftLowerLeg_x,LeftLowerLeg_y,LeftLowerLeg_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,LeftToe_x,LeftToe_y,LeftToe_z
3168,1575718897085,0.10222,0.09863,0.926387,0.105902,0.0997,1.026926,0.110145,0.10257,1.138056,0.099041,0.103311,1.239006,0.083133,0.103779,1.339198,0.069922,0.106883,1.479499,0.098272,0.113865,1.57976,0.081892,0.076303,1.418989,0.087571,-0.061942,1.410407,0.069727,-0.10653,1.122428,0.011893,-0.167785,0.897456,0.070474,0.134784,1.41662,0.039657,0.268176,1.394831,-0.015337,0.286059,1.108657,-0.079152,0.318714,0.879373,0.113354,0.017361,0.926716,0.063392,0.004751,0.501711,0.025459,-0.00441,0.08548,0.180448,0.01821,0.019645,0.091077,0.179896,0.925828,0.038451,0.166239,0.50118,0.007953,0.154208,0.084415,0.161317,0.17819,0.015419
3169,1575718897089,0.102204,0.098559,0.926402,0.105895,0.099624,1.02694,0.110135,0.102483,1.138071,0.09902,0.103219,1.239019,0.083097,0.103685,1.339209,0.069858,0.106775,1.479507,0.098216,0.113753,1.579767,0.081814,0.0762,1.418997,0.087347,-0.062052,1.410425,0.069627,-0.106924,1.122482,0.011637,-0.168345,0.897595,0.07044,0.134689,1.416636,0.039704,0.268104,1.394869,-0.015164,0.286396,1.108696,-0.079213,0.319349,0.87952,0.113305,0.017286,0.926726,0.0633,0.004682,0.501726,0.025456,-0.004415,0.085485,0.180449,0.018201,0.019658,0.091094,0.17983,0.925847,0.038401,0.166176,0.501207,0.007957,0.154191,0.084437,0.161313,0.178191,0.015431
3170,1575718897093,0.102192,0.098484,0.926416,0.10589,0.099542,1.026954,0.110124,0.102388,1.138086,0.098997,0.10312,1.239033,0.083056,0.103583,1.339219,0.069788,0.10666,1.479516,0.098157,0.113634,1.579772,0.081735,0.076088,1.419007,0.08712,-0.062169,1.410441,0.069567,-0.107289,1.122526,0.011393,-0.168858,0.897727,0.070403,0.134586,1.416653,0.039747,0.268023,1.394906,-0.014994,0.286716,1.108735,-0.079263,0.319969,0.879663,0.113259,0.017206,0.926736,0.06321,0.004616,0.50174,0.025453,-0.004421,0.085491,0.18045,0.01819,0.01967,0.091116,0.179759,0.925866,0.038363,0.166121,0.501233,0.007961,0.154177,0.084458,0.161309,0.178191,0.015443
3171,1575718897097,0.102184,0.098405,0.926431,0.105886,0.099456,1.026969,0.110114,0.102289,1.138101,0.098974,0.103016,1.239047,0.083014,0.103474,1.339231,0.069717,0.106537,1.479525,0.098099,0.113506,1.579778,0.081656,0.075969,1.419016,0.086891,-0.062294,1.410454,0.06955,-0.107618,1.122558,0.011163,-0.169313,0.897849,0.070367,0.134476,1.41667,0.039794,0.267935,1.394944,-0.014823,0.287017,1.108774,-0.079306,0.320562,0.879804,0.113216,0.017122,0.926746,0.063117,0.004551,0.501756,0.025451,-0.004427,0.085497,0.180451,0.018178,0.019682,0.091143,0.179684,0.925886,0.038329,0.166072,0.501259,0.007964,0.154164,0.084481,0.161305,0.178192,0.015455
3172,1575718897101,0.102178,0.098323,0.926446,0.105885,0.099367,1.026984,0.110104,0.102185,1.138117,0.098951,0.102906,1.239061,0.082973,0.10336,1.339242,0.069646,0.106406,1.479533,0.098042,0.113371,1.579783,0.081577,0.075844,1.419026,0.08666,-0.062426,1.410465,0.069568,-0.10792,1.12258,0.010946,-0.16972,0.897961,0.070333,0.134359,1.416689,0.039843,0.26784,1.394981,-0.014648,0.287304,1.108812,-0.079342,0.321135,0.879943,0.113174,0.017035,0.926756,0.063021,0.004488,0.501771,0.025449,-0.004434,0.085502,0.180452,0.018163,0.019692,0.091174,0.179607,0.925906,0.038301,0.166029,0.501285,0.007968,0.154154,0.084503,0.1613,0.178192,0.015467
3173,1575718897105,0.102175,0.098239,0.926461,0.105883,0.099274,1.026999,0.110094,0.102078,1.138133,0.098928,0.102792,1.239075,0.082931,0.10324,1.339253,0.069575,0.106269,1.479542,0.097986,0.113231,1.579787,0.081499,0.075713,1.419036,0.086428,-0.062562,1.410474,0.069614,-0.108202,1.122595,0.010742,-0.170089,0.898066,0.0703,0.134238,1.416708,0.039894,0.26774,1.395017,-0.014469,0.28758,1.108849,-0.079366,0.321695,0.880079,0.113133,0.016946,0.926766,0.062924,0.004426,0.501786,0.025448,-0.00444,0.085508,0.180454,0.018147,0.019702,0.091208,0.179528,0.925926,0.038277,0.16599,0.501311,0.007972,0.154144,0.084526,0.161296,0.178192,0.015479
3174,1575718897110,0.102172,0.098152,0.926476,0.105882,0.09918,1.027014,0.110084,0.101969,1.138148,0.098904,0.102676,1.23909,0.082888,0.103118,1.339264,0.069504,0.106129,1.479551,0.097931,0.113086,1.579792,0.081422,0.075579,1.419046,0.086195,-0.062702,1.410481,0.069682,-0.108471,1.122605,0.010553,-0.170432,0.898163,0.070267,0.134113,1.416728,0.039945,0.267637,1.395053,-0.014286,0.287851,1.108885,-0.079377,0.322249,0.880213,0.113092,0.016854,0.926775,0.062826,0.004366,0.501802,0.025446,-0.004448,0.085513,0.180456,0.018131,0.019711,0.091244,0.179447,0.925946,0.038258,0.165955,0.501337,0.007975,0.154136,0.084549,0.161292,0.178193,0.015492
3175,1575718897114,0.10217,0.098064,0.926491,0.105881,0.099083,1.027029,0.110073,0.101857,1.138164,0.098879,0.102557,1.239104,0.082845,0.102993,1.339275,0.069432,0.105987,1.47956,0.097876,0.11294,1.579797,0.081345,0.075442,1.419057,0.085963,-0.062843,1.410486,0.069764,-0.108735,1.122611,0.010378,-0.170758,0.898255,0.070235,0.133985,1.416747,0.039997,0.267531,1.395087,-0.014098,0.288121,1.10892,-0.079373,0.322804,0.880343,0.11305,0.016761,0.926785,0.062727,0.004306,0.501817,0.025446,-0.004455,0.085519,0.180458,0.018113,0.019719,0.091281,0.179364,0.925966,0.038242,0.165922,0.501362,0.007978,0.154128,0.084572,0.161288,0.178193,0.015504
3176,1575718897118,0.102166,0.097975,0.926505,0.105878,0.098985,1.027044,0.110061,0.101744,1.138179,0.098853,0.102437,1.239118,0.082802,0.102867,1.339287,0.069361,0.105844,1.479569,0.097821,0.112794,1.579801,0.08127,0.075304,1.419067,0.085732,-0.062986,1.41049,0.069855,-0.109002,1.122617,0.010218,-0.17108,0.898343,0.070203,0.133856,1.416767,0.040048,0.267423,1.39512,-0.013905,0.288394,1.108953,-0.079351,0.323367,0.88047,0.113006,0.016667,0.926794,0.062629,0.004248,0.501832,0.025445,-0.004463,0.085523,0.18046,0.018096,0.019727,0.091318,0.17928,0.925986,0.038229,0.16589,0.501386,0.007982,0.154121,0.084594,0.161283,0.178193,0.015515
3177,1575718897122,0.102162,0.097885,0.92652,0.105873,0.098887,1.027058,0.110047,0.10163,1.138195,0.098826,0.102317,1.239132,0.082757,0.102742,1.339298,0.069291,0.105702,1.479578,0.097765,0.112649,1.579806,0.081195,0.075167,1.419077,0.085503,-0.063128,1.410493,0.069947,-0.109278,1.122624,0.010073,-0.171406,0.898427,0.070172,0.133727,1.416786,0.040098,0.267314,1.39515,-0.013705,0.288676,1.108985,-0.07931,0.323945,0.880592,0.11296,0.016571,0.926803,0.062532,0.00419,0.501846,0.025444,-0.004471,0.085528,0.180462,0.018078,0.019734,0.091355,0.179195,0.926005,0.03822,0.165858,0.50141,0.007985,0.154113,0.084616,0.161279,0.178194,0.015527
3178,1575718897126,0.102154,0.097794,0.926534,0.105865,0.098788,1.027073,0.110031,0.101516,1.13821,0.098797,0.102197,1.239145,0.082712,0.102618,1.339309,0.069221,0.105563,1.479587,0.097709,0.112508,1.579812,0.081121,0.075032,1.419086,0.085277,-0.063268,1.410495,0.070034,-0.109571,1.122634,0.009943,-0.171749,0.898508,0.07014,0.1336,1.416804,0.040146,0.267206,1.395178,-0.013499,0.288971,1.109014,-0.079245,0.324544,0.88071,0.112909,0.016475,0.926812,0.062436,0.004133,0.501859,0.025444,-0.004478,0.085532,0.180464,0.018061,0.019741,0.091391,0.179111,0.926025,0.038213,0.165824,0.501432,0.007988,0.154105,0.084637,0.161275,0.178194,0.015538
3179,1575718897130,0.102144,0.097704,0.926548,0.105854,0.098689,1.027087,0.110012,0.101404,1.138224,0.098767,0.102079,1.239159,0.082667,0.102496,1.33932,0.069152,0.105428,1.479596,0.097652,0.112371,1.579817,0.081048,0.074899,1.419096,0.085053,-0.063405,1.410497,0.070108,-0.109888,1.122649,0.009828,-0.172118,0.898588,0.070108,0.133476,1.416821,0.040192,0.2671,1.395203,-0.013285,0.289283,1.109041,-0.079156,0.325172,0.880823,0.112855,0.016379,0.926821,0.062342,0.004077,0.501871,0.025443,-0.004486,0.085535,0.180466,0.018045,0.019747,0.091424,0.179026,0.926043,0.038207,0.165789,0.501454,0.007992,0.154097,0.084658,0.161271,0.178194,0.015548
3180,1575718897135,0.102129,0.097614,0.926562,0.105839,0.098591,1.0271,0.10999,0.101293,1.138239,0.098734,0.101964,1.239172,0.08262,0.102379,1.339331,0.069084,0.105299,1.479605,0.097594,0.112241,1.579824,0.080977,0.074771,1.419105,0.084834,-0.063537,1.410499,0.070163,-0.110238,1.122672,0.009728,-0.172525,0.898668,0.070075,0.133355,1.416837,0.040233,0.266997,1.395226,-0.013063,0.289617,1.109065,-0.079041,0.325836,0.88093,0.112795,0.016283,0.92683,0.062251,0.004022,0.501883,0.025443,-0.004494,0.085537,0.180467,0.018029,0.019752,0.091453,0.178941,0.926062,0.038204,0.165749,0.501475,0.007995,0.154087,0.084677,0.161267,0.178194,0.015558
3181,1575718897139,0.102109,0.097524,0.926575,0.10582,0.098494,1.027114,0.109965,0.101184,1.138252,0.098699,0.101853,1.239185,0.082573,0.102266,1.339341,0.069018,0.105178,1.479614,0.097534,0.11212,1.579831,0.080907,0.074648,1.419114,0.08462,-0.063663,1.410501,0.070193,-0.110626,1.122705,0.009645,-0.172979,0.898749,0.070042,0.133239,1.416851,0.040271,0.266898,1.395244,-0.012833,0.289977,1.109086,-0.078895,0.326542,0.881032,0.11273,0.016187,0.926839,0.062163,0.003967,0.501893,0.025442,-0.004501,0.085538,0.180469,0.018015,0.019757,0.091478,0.178858,0.926079,0.038202,0.165706,0.501495,0.007998,0.154076,0.084695,0.161263,0.178195,0.015566
3182,1575718897143,0.102083,0.097434,0.926588,0.105794,0.098396,1.027126,0.109935,0.101077,1.138266,0.098662,0.101744,1.239197,0.082525,0.102158,1.339352,0.068956,0.105064,1.479624,0.097475,0.112008,1.579839,0.080841,0.074531,1.419123,0.084412,-0.063784,1.410503,0.070192,-0.111045,1.122747,0.009578,-0.173464,0.898826,0.07001,0.133129,1.416865,0.040306,0.266802,1.395258,-0.012598,0.290355,1.109103,-0.078724,0.327277,0.881125,0.112657,0.016091,0.926847,0.062082,0.003915,0.501901,0.025441,-0.004508,0.085539,0.18047,0.018002,0.019762,0.091499,0.178774,0.926096,0.038206,0.165657,0.501513,0.008002,0.154064,0.084712,0.161259,0.178195,0.015574
3183,1575718897147,0.102053,0.097341,0.926601,0.105763,0.098297,1.02714,0.1099,0.100968,1.138279,0.098622,0.101636,1.23921,0.082479,0.102052,1.339364,0.068899,0.104957,1.479634,0.09742,0.111905,1.579849,0.080782,0.074417,1.419133,0.08421,-0.0639,1.410507,0.070165,-0.111479,1.122793,0.009526,-0.173955,0.898895,0.069981,0.133021,1.416877,0.040341,0.266708,1.395267,-0.01236,0.29074,1.109114,-0.078531,0.328023,0.881207,0.112578,0.015992,0.926857,0.062008,0.003866,0.501908,0.02544,-0.004515,0.085539,0.180472,0.01799,0.019765,0.091518,0.178688,0.926113,0.038221,0.165605,0.501529,0.008005,0.154051,0.084728,0.161255,0.178195,0.015581
3184,1575718897151,0.102018,0.097247,0.926614,0.105727,0.098195,1.027153,0.109862,0.100859,1.138292,0.09858,0.101528,1.239223,0.082432,0.101949,1.339376,0.068846,0.104855,1.479646,0.097367,0.111808,1.579861,0.080726,0.074307,1.419144,0.084013,-0.064014,1.41051,0.070119,-0.11193,1.122844,0.009489,-0.174457,0.898957,0.069955,0.132915,1.416889,0.040375,0.266615,1.395272,-0.012119,0.291134,1.10912,-0.078316,0.328785,0.881281,0.112492,0.015891,0.926866,0.061939,0.00382,0.501914,0.025439,-0.004522,0.085538,0.180473,0.017978,0.019767,0.091534,0.1786,0.926129,0.038244,0.16555,0.501543,0.008009,0.154037,0.084743,0.161251,0.178195,0.015587
3185,1575718897155,0.101981,0.097151,0.926626,0.105688,0.098093,1.027165,0.109821,0.10075,1.138305,0.098535,0.101422,1.239236,0.082384,0.101847,1.339389,0.068795,0.104757,1.479658,0.097315,0.111716,1.579872,0.080674,0.074199,1.419154,0.08382,-0.064125,1.410513,0.070061,-0.112398,1.122899,0.009468,-0.174971,0.899015,0.06993,0.132812,1.4169,0.040408,0.266522,1.395273,-0.011873,0.291538,1.109124,-0.07808,0.329564,0.881348,0.112403,0.015789,0.926875,0.061874,0.003775,0.501919,0.025439,-0.004529,0.085536,0.180475,0.017966,0.019769,0.091548,0.178512,0.926146,0.038272,0.165493,0.501557,0.008013,0.154022,0.084757,0.161247,0.178195,0.015592
3186,1575718897160,0.101941,0.097056,0.926639,0.105645,0.09799,1.027178,0.109777,0.100641,1.138318,0.09849,0.101316,1.239248,0.082337,0.101747,1.339401,0.068746,0.104661,1.47967,0.097263,0.111628,1.579885,0.080623,0.074092,1.419165,0.08363,-0.064233,1.410516,0.069998,-0.112883,1.122957,0.009461,-0.175501,0.899071,0.069905,0.13271,1.416911,0.040439,0.266431,1.395272,-0.01162,0.291955,1.109125,-0.077821,0.330366,0.881411,0.11231,0.015686,0.926884,0.061811,0.003731,0.501923,0.025438,-0.004536,0.085534,0.180476,0.017955,0.01977,0.091561,0.178423,0.926161,0.038302,0.165435,0.501569,0.008016,0.154007,0.08477,0.161243,0.178195,0.015596
3187,1575718897164,0.101899,0.09696,0.926651,0.105602,0.097888,1.02719,0.109732,0.100533,1.138331,0.098443,0.101211,1.23926,0.082288,0.101648,1.339413,0.068695,0.104567,1.479681,0.097208,0.111541,1.579897,0.080571,0.073987,1.419175,0.08344,-0.064341,1.410517,0.069935,-0.113385,1.123018,0.00947,-0.17605,0.899126,0.069878,0.132609,1.41692,0.040467,0.266339,1.39527,-0.011359,0.292387,1.109125,-0.077539,0.331192,0.881471,0.112214,0.015584,0.926893,0.061747,0.003688,0.501927,0.025437,-0.004542,0.085531,0.180477,0.017945,0.01977,0.091572,0.178334,0.926177,0.038332,0.165376,0.501582,0.00802,0.153992,0.084783,0.161239,0.178195,0.015601
3188,1575718897168,0.101856,0.096865,0.926662,0.105557,0.097786,1.027202,0.109686,0.100425,1.138343,0.098395,0.101106,1.239272,0.082237,0.101549,1.339424,0.068641,0.104473,1.479692,0.09715,0.111454,1.579909,0.080516,0.073882,1.419184,0.083252,-0.064448,1.410516,0.069881,-0.113904,1.123081,0.009493,-0.176622,0.899182,0.069849,0.132508,1.416929,0.040492,0.266248,1.395267,-0.011088,0.292836,1.109125,-0.077234,0.332047,0.881531,0.112117,0.015482,0.926902,0.06168,0.003643,0.50193,0.025436,-0.00455,0.085528,0.180479,0.017934,0.01977,0.091583,0.178246,0.926192,0.03836,0.165318,0.501593,0.008024,0.153977,0.084796,0.161235,0.178195,0.015605
3189,1575718897172,0.101812,0.096772,0.926674,0.105513,0.097686,1.027213,0.109641,0.100319,1.138354,0.098346,0.101003,1.239283,0.082185,0.101451,1.339434,0.068584,0.104379,1.479702,0.097086,0.111365,1.57992,0.080458,0.073776,1.419192,0.083062,-0.064555,1.410514,0.069842,-0.114442,1.123146,0.009532,-0.177218,0.899243,0.069817,0.132407,1.416937,0.040513,0.266157,1.395264,-0.010806,0.293304,1.109127,-0.076906,0.332934,0.881592,0.11202,0.015382,0.92691,0.061609,0.003597,0.501933,0.025436,-0.004557,0.085524,0.18048,0.017924,0.019771,0.091593,0.17816,0.926206,0.038381,0.165261,0.501606,0.008027,0.153962,0.084808,0.161232,0.178195,0.015609
3190,1575718897176,0.10177,0.096681,0.926684,0.105471,0.097589,1.027224,0.109597,0.100215,1.138365,0.098298,0.1009,1.239293,0.08213,0.101353,1.339443,0.06852,0.104282,1.47971,0.097016,0.111272,1.57993,0.080393,0.07367,1.419198,0.08287,-0.064663,1.410509,0.069824,-0.114998,1.123211,0.009585,-0.177843,0.899309,0.069779,0.132305,1.416944,0.040529,0.266065,1.395262,-0.01051,0.293793,1.109131,-0.076555,0.333856,0.881655,0.111923,0.015284,0.926917,0.061532,0.003547,0.501937,0.025434,-0.004565,0.08552,0.180481,0.017913,0.019771,0.091604,0.178076,0.92622,0.038395,0.165206,0.501618,0.00803,0.153948,0.08482,0.161228,0.178195,0.015614
3191,1575718897180,0.101728,0.096593,0.926694,0.105431,0.097494,1.027233,0.109554,0.100112,1.138375,0.098249,0.100798,1.239302,0.082073,0.101253,1.339451,0.06845,0.104182,1.479717,0.096938,0.111175,1.579938,0.080321,0.073562,1.419202,0.082675,-0.064772,1.410501,0.069834,-0.115573,1.123277,0.009653,-0.178498,0.899383,0.069735,0.132202,1.416951,0.04054,0.265973,1.395263,-0.0102,0.294305,1.109139,-0.076179,0.334816,0.881724,0.111829,0.01519,0.926923,0.061446,0.003495,0.501941,0.025433,-0.004573,0.085516,0.180482,0.017903,0.019772,0.091614,0.177995,0.926233,0.038397,0.165155,0.501631,0.008033,0.153935,0.084832,0.161225,0.178195,0.015619
3192,1575718897185,0.101688,0.096508,0.926702,0.105395,0.097403,1.027242,0.109514,0.100012,1.138384,0.098201,0.100697,1.23931,0.082012,0.101153,1.339457,0.06837,0.104077,1.479721,0.096851,0.11107,1.579944,0.08024,0.073452,1.419205,0.082475,-0.064883,1.410489,0.06988,-0.116167,1.123343,0.009735,-0.179188,0.899466,0.069684,0.132097,1.416956,0.040545,0.26588,1.395266,-0.009875,0.294842,1.109152,-0.075779,0.335818,0.8818,0.111738,0.015099,0.926928,0.06135,0.003438,0.501945,0.025432,-0.004582,0.085512,0.180483,0.017892,0.019773,0.091626,0.177917,0.926245,0.038385,0.165107,0.501646,0.008036,0.153923,0.084845,0.161222,0.178195,0.015625
3193,1575718897189,0.101651,0.096428,0.92671,0.105364,0.097316,1.027249,0.109477,0.099914,1.138392,0.098153,0.100597,1.239317,0.081949,0.101052,1.339461,0.068279,0.103967,1.479723,0.096753,0.110956,1.579948,0.080148,0.073338,1.419204,0.082269,-0.064997,1.410474,0.069967,-0.116781,1.123408,0.009832,-0.179915,0.899561,0.069624,0.131989,1.41696,0.040543,0.265785,1.395274,-0.009531,0.295406,1.109171,-0.075355,0.336865,0.881885,0.11165,0.015012,0.926932,0.061241,0.003376,0.501951,0.02543,-0.004591,0.085508,0.180484,0.017881,0.019774,0.091638,0.177843,0.926257,0.038357,0.165064,0.501662,0.008038,0.153912,0.084858,0.161219,0.178194,0.015631
3194,1575718897193,0.101614,0.096352,0.926717,0.105337,0.097233,1.027256,0.109444,0.099819,1.138398,0.098106,0.100497,1.239322,0.081881,0.100949,1.339463,0.068176,0.103852,1.479721,0.096642,0.110835,1.579949,0.080043,0.073223,1.419201,0.082057,-0.065114,1.410455,0.070101,-0.117415,1.123473,0.009944,-0.180675,0.899667,0.069554,0.131879,1.416963,0.040531,0.265689,1.395284,-0.009166,0.295998,1.109191,-0.074897,0.337955,0.881972,0.111565,0.01493,0.926934,0.061118,0.003306,0.501958,0.025427,-0.004601,0.085503,0.180484,0.01787,0.019777,0.091651,0.177773,0.926268,0.03831,0.165025,0.501679,0.00804,0.153903,0.084871,0.161216,0.178194,0.015639
3195,1575718897197,0.101577,0.09628,0.926722,0.105312,0.097154,1.02726,0.109412,0.099726,1.138404,0.098058,0.100399,1.239326,0.081809,0.100846,1.339463,0.068062,0.103734,1.479717,0.096519,0.11071,1.579948,0.079928,0.073105,1.419195,0.081839,-0.065232,1.410435,0.070278,-0.11807,1.123537,0.010073,-0.181461,0.899781,0.069475,0.131769,1.416963,0.040507,0.265592,1.395294,-0.008777,0.296616,1.10921,-0.0744,0.339084,0.882055,0.111479,0.014852,0.926934,0.060982,0.00323,0.501964,0.025424,-0.004612,0.085497,0.180485,0.017859,0.019779,0.091662,0.177706,0.926278,0.038245,0.16499,0.501698,0.008042,0.153894,0.084884,0.161212,0.178193,0.015647
3196,1575718897201,0.10154,0.09621,0.926726,0.10529,0.097078,1.027264,0.109382,0.099636,1.138408,0.09801,0.100303,1.239328,0.081733,0.100743,1.33946,0.067939,0.103612,1.47971,0.096384,0.110579,1.579945,0.079805,0.072986,1.419186,0.081616,-0.065351,1.410412,0.07049,-0.118744,1.123601,0.010217,-0.182273,0.899902,0.069388,0.131656,1.416962,0.040473,0.265493,1.395306,-0.008369,0.297258,1.109229,-0.073869,0.34025,0.882136,0.111394,0.014777,0.926933,0.060836,0.003149,0.501971,0.025421,-0.004625,0.085491,0.180485,0.017849,0.019782,0.091673,0.177643,0.926287,0.038165,0.164958,0.501717,0.008043,0.153886,0.084897,0.161209,0.178192,0.015656
3197,1575718897205,0.101502,0.096144,0.926729,0.105269,0.097005,1.027267,0.109354,0.099548,1.138411,0.097963,0.100207,1.239329,0.081655,0.100639,1.339457,0.067808,0.103489,1.479702,0.096242,0.110445,1.579941,0.079673,0.072867,1.419175,0.081389,-0.065471,1.410387,0.070731,-0.119438,1.123666,0.010376,-0.183113,0.90003,0.069294,0.131543,1.416959,0.040432,0.265394,1.395318,-0.007944,0.297923,1.109248,-0.07331,0.341452,0.882219,0.111309,0.014705,0.926931,0.06068,0.003063,0.501978,0.025417,-0.004637,0.085483,0.180485,0.017838,0.019785,0.091683,0.177582,0.926295,0.038074,0.164928,0.501738,0.008045,0.153878,0.08491,0.161206,0.17819,0.015665
3198,1575718897210,0.101465,0.096079,0.926731,0.10525,0.096933,1.027268,0.109326,0.099461,1.138414,0.097914,0.100112,1.239329,0.081574,0.100535,1.339452,0.067671,0.103363,1.479691,0.096092,0.110307,1.579935,0.079536,0.072746,1.419162,0.081161,-0.065592,1.41036,0.070994,-0.120151,1.123732,0.01055,-0.183981,0.900163,0.069195,0.131429,1.416955,0.040386,0.265295,1.395332,-0.007506,0.298609,1.10927,-0.072726,0.34269,0.882304,0.111225,0.014635,0.926929,0.060519,0.002975,0.501985,0.025413,-0.00465,0.085476,0.180485,0.017828,0.019788,0.091693,0.177523,0.926303,0.037974,0.164901,0.501758,0.008046,0.153872,0.084923,0.161203,0.178189,0.015675
3199,1575718897214,0.101428,0.096016,0.926733,0.105232,0.096864,1.02727,0.109299,0.099376,1.138416,0.097866,0.100017,1.239329,0.081492,0.100431,1.339446,0.06753,0.103235,1.47968,0.095939,0.110166,1.579929,0.079395,0.072624,1.419149,0.080931,-0.065714,1.41033,0.071271,-0.120881,1.1238,0.010738,-0.184878,0.900302,0.069093,0.131315,1.416951,0.040338,0.265195,1.395346,-0.007059,0.299314,1.109296,-0.072125,0.343961,0.882395,0.111142,0.014566,0.926925,0.060353,0.002886,0.501992,0.025409,-0.004664,0.085468,0.180485,0.017817,0.019791,0.091704,0.177466,0.92631,0.037869,0.164876,0.501779,0.008047,0.153866,0.084935,0.161201,0.178187,0.015685
3200,1575718897218,0.101393,0.095955,0.926735,0.105215,0.096796,1.027271,0.109273,0.099292,1.138418,0.097817,0.099924,1.239329,0.081409,0.100327,1.33944,0.067387,0.103107,1.479669,0.095783,0.110022,1.579922,0.07925,0.072502,1.419135,0.080702,-0.065836,1.410297,0.071556,-0.121627,1.123869,0.01094,-0.185804,0.900444,0.068989,0.1312,1.416947,0.04029,0.265095,1.395363,-0.006605,0.300037,1.109327,-0.07151,0.345265,0.882493,0.11106,0.0145,0.926922,0.060185,0.002796,0.502,0.025405,-0.004677,0.085461,0.180485,0.017806,0.019794,0.091715,0.17741,0.926317,0.037762,0.164851,0.5018,0.008047,0.15386,0.084948,0.161198,0.178186,0.015695
3201,1575718897222,0.10136,0.095895,0.926737,0.105199,0.096729,1.027272,0.109246,0.099208,1.138419,0.097768,0.09983,1.239328,0.081325,0.100223,1.339433,0.067243,0.102977,1.479657,0.095626,0.109876,1.579915,0.079105,0.072379,1.419121,0.080475,-0.065958,1.41026,0.071841,-0.12239,1.12394,0.011156,-0.18676,0.900589,0.068884,0.131085,1.416944,0.040245,0.264997,1.395381,-0.00615,0.300776,1.109366,-0.070886,0.346601,0.882602,0.110981,0.014434,0.926919,0.060016,0.002709,0.502008,0.025401,-0.004689,0.085454,0.180485,0.017796,0.019797,0.091728,0.177355,0.926324,0.037656,0.164828,0.501821,0.008048,0.153855,0.084961,0.161196,0.178185,0.015704
3202,1575718897226,0.101328,0.095835,0.926739,0.105183,0.096663,1.027274,0.109219,0.099125,1.138422,0.097718,0.099737,1.239328,0.081241,0.100119,1.339428,0.067101,0.102846,1.479646,0.095472,0.109729,1.579908,0.07896,0.072256,1.419107,0.080251,-0.066079,1.41022,0.072119,-0.123168,1.124013,0.011384,-0.187747,0.900737,0.068781,0.13097,1.416941,0.040206,0.264899,1.395402,-0.005694,0.30153,1.109412,-0.07026,0.347967,0.882724,0.110904,0.014369,0.926916,0.059851,0.002624,0.502016,0.025398,-0.004701,0.085448,0.180485,0.017785,0.019799,0.091742,0.1773,0.926331,0.037554,0.164805,0.501841,0.008049,0.15385,0.084973,0.161194,0.178184,0.015713
3203,1575718897230,0.1013,0.095775,0.926741,0.105167,0.096597,1.027276,0.109191,0.099041,1.138425,0.097667,0.099643,1.239328,0.081157,0.100015,1.339423,0.066961,0.102716,1.479636,0.095322,0.10958,1.579902,0.078817,0.072134,1.419095,0.080031,-0.066201,1.410177,0.072384,-0.123961,1.12409,0.011625,-0.188766,0.900885,0.068681,0.130855,1.41694,0.040174,0.264802,1.395425,-0.005243,0.302296,1.109468,-0.069635,0.349363,0.882861,0.11083,0.014304,0.926914,0.059689,0.002544,0.502025,0.025395,-0.004713,0.085443,0.180486,0.017773,0.019802,0.091759,0.177245,0.926338,0.03746,0.164782,0.501861,0.008049,0.153845,0.084986,0.161193,0.178183,0.015721
3204,1575718897235,0.101274,0.095714,0.926745,0.105151,0.09653,1.027278,0.109162,0.098958,1.138428,0.097617,0.09955,1.239329,0.081075,0.09991,1.339419,0.066826,0.102585,1.479627,0.095177,0.10943,1.579898,0.078677,0.072011,1.419083,0.079818,-0.066321,1.410129,0.072628,-0.124767,1.124169,0.011878,-0.189816,0.901034,0.068586,0.13074,1.41694,0.040153,0.264707,1.39545,-0.0048,0.303074,1.109535,-0.069017,0.350787,0.883015,0.110759,0.014238,0.926913,0.059535,0.002469,0.502035,0.025393,-0.004723,0.085438,0.180487,0.017762,0.019804,0.091778,0.17719,0.926345,0.037377,0.164758,0.50188,0.00805,0.15384,0.084998,0.161192,0.178183,0.015728
